message	correspondent	direction	tweet	word1	word2	word3	time	subject	thread	length
t1485	46	to	mention				1333759754		t541	
t642	46	to	mention				1333846144		t558	
t649	46	to	mention				1333846398		t559	
t637	46	to	mention				1334707271		t617	
t667	46	to	mention				1334708324		t618	
t897	46	to	mention				1334972268		t641	
t1566	46	to	mention				1335144255		t647	
t1404	46	to	mention				1335313803		t675	
t655	46	to	mention				1335399745		t680	
t653	46	to	mention				1335398493		t683	
t1493	46	to	mention				1335744217		t704	
t1578	46	to	mention				1336179033		t744	
t1342	46	to	mention				1336179321		t746	
t1512	46	to	mention				1336267143		t752	
t1090	46	to	mention				1336349485		t755	
t1188	46	to	mention				1336438923		t773	
t643	46	to	mention				1338685867		t974	
t1308	46	to	mention				1339029266		t1000	
t1513	46	to	mention				1339117154		t1006	
t1490	46	to	mention				1339116093		t1012	
t1337	46	to	mention				1339203296		t1016	
t639	46	to	mention				1339980014		t1100	
t22	46	to	mention				1341278824		t1247	
t657	46	to	mention				1341709825		t1359	
t1391	46	to	mention				1342141488		t1399	
t895	46	to	mention				1342229377		t1421	
t896	46	from	mention				1342225829		t1422	
t1495	46	to	mention				1342313838		t1423	
t893	46	from	mention				1342830194		t1470	
t650	46	to	mention				1342830304		t1470	
t636	46	from	mention				1342831143		t1470	
t892	46	from	mention				1342831604		t1470	
t1561	46	from	mention				1342829404		t1474	
t476	46	from	mention				1343003456		t1483	
t652	46	to	mention				1343866304		t1542	
t654	46	to	mention				1343953995		t1546	
t648	46	to	mention				1344038561		t1550	
t1242	46	to	mention				1344038632		t1551	
t659	46	to	mention				1344471236		t1564	
t523	46	from	mention				1344474157		t1564	
t1600	46	to	mention				1345682339		t1606	
t456	46	from	mention				1345680483		t1606	
t640	46	to	mention				1345769628		t1608	
t658	46	to	mention				1347495795		t1700	
t442	46	from	mention				1347498708		t1700	
t1332	46	from	mention				1351815524		t2023	
t1001	46	to	mention				1352338683		t2056	
t1311	46	to	mention				1353287703		t2126	
t958	46	from	mention				1353456202		t2139	
t1604	46	from	dm				1327022174		dm46	
t1662	46	to	dm				1327022556		dm46	
t1219	46	to	dm				1327885575		dm46	
t936	46	to	dm				1327885653		dm46	
t926	46	from	dm				1327885885		dm46	
t1058	46	to	dm				1330218209		dm46	
t1247	46	from	dm				1330391061		dm46	
t1221	46	to	dm				1330392116		dm46	
t963	46	to	dm				1330392187		dm46	
t1310	46	to	dm				1331169918		dm46	
t1318	46	to	dm				1337385727		dm46	
t945	46	to	dm				1337991243		dm46	
t1000	46	from	dm				1337993774		dm46	
t1325	46	from	dm				1338422617		dm46	
t1187	46	to	dm				1338424995		dm46	
t1292	46	to	dm				1338425013		dm46	
t1592	46	from	dm				1338686425		dm46	
t1	46	to	dm				1338687364		dm46	
t1663	46	to	dm				1339028272		dm46	
t914	46	from	dm				1339028425		dm46	
t913	46	to	dm				1339028655		dm46	
t1215	46	from	dm				1339030383		dm46	
t912	46	to	dm				1339032787		dm46	
t1661	46	to	dm				1342141563		dm46	
t1330	46	to	dm				1345768136		dm46	
t1659	46	from	dm				1345768852		dm46	
t1658	46	from	dm				1350777836		dm46	
t1197	46	to	dm				1350778597		dm46	
t1326	46	from	dm				1351814426		dm46	
t1327	46	to	dm				1351819155		dm46	
t987	46	from	dm				1351819165		dm46	
t1571	46	to	dm				1351819169		dm46	
t1338	46	from	dm				1351819199		dm46	
t1031	46	to	dm				1351819237		dm46	
t1576	46	to	dm				1351819297		dm46	
t1329	46	to	dm				1351819353		dm46	
t1028	46	from	dm				1351819956		dm46	
t1249	46	from	dm				1352334723		dm46	
t1299	46	from	dm				1352335976		dm46	
t954	46	to	dm				1352336355		dm46	
t953	46	to	dm				1352423103		dm46	
t977	46	from	dm				1352593995		dm46	
t1349	46	to	dm				1352597504		dm46	
t952	46	from	dm				1352597557		dm46	
t964	46	to	dm				1352853052		dm46	
t956	46	to	dm				1352853712		dm46	
t1266	46	from	dm				1352854166		dm46	
t1668	46	to	dm				1352854207		dm46	
t1016	46	to	dm				1352855778		dm46	
t1599	46	from	dm				1352856959		dm46	
t1564	46	to	dm				1356394087		dm46	
t1175	46	from	dm				1356395959		dm46	
t1657	46	from	dm				1356396014		dm46	
t663	47	to	mention				1339201372		t1027	
t1388	47	to	mention				1341623834		t1350	
t180	47	to	mention				1342137881		t1401	
t1669	47	to	mention				1342138278		t1404	
t1245	47	to	mention				1342227784		t1413	
t1083	47	to	mention				1342228972		t1416	
t628	47	from	mention				1342743753		t1463	
t174	47	from	mention				1342746619		t1463	
t1069	47	from	mention				1343088716		t1494	
t627	47	to	mention				1343089956		t1494	
t631	47	from	mention				1343089155		t1497	
t1195	47	from	mention				1343093744		t1502	
t177	47	to	mention				1343093955		t1502	
t178	47	to	mention				1343093988		t1502	
t385	47	from	mention				1343174823		t1502	
t802	47	from	mention				1343175145		t1502	
t176	47	from	mention				1343176285		t1502	
t1290	47	to	mention				1346718187		t1639	
t491	47	from	mention				1346719372		t1639	
t337	49	to	mention				1325635225		t10	
t342	49	to	mention				1325635496		t11	
t349	49	to	mention				1325726977		t15	
t191	49	to	mention				1325897276		t30	
t329	49	to	mention				1326241923		t56	
t255	49	to	mention				1326242489		t57	
t1443	49	to	mention				1326761932		t90	
t343	49	to	mention				1327623637		t129	
t347	49	to	mention				1329182703		t175	
t344	49	to	mention				1329177975		t176	
t24	49	to	mention				1329264209		t181	
t1450	49	to	mention				1330042083		t235	
t1441	49	to	mention				1330392397		t244	
t937	49	to	mention				1331600021		t356	
t866	49	to	mention				1331600489		t357	
t865	49	to	mention				1331598509		t360	
t322	49	to	mention				1331770169		t377	
t1451	49	to	mention				1333157227		t498	
t1435	49	to	mention				1333412471		t508	
t345	49	to	mention				1333412535		t509	
t346	49	to	mention				1333499707		t514	
t1446	49	to	mention				1333499775		t515	
t1438	49	to	mention				1333499823		t516	
t1444	49	to	mention				1334192283		t572	
t898	49	to	mention				1334365627		t592	
t331	49	to	mention				1334880093		t627	
t332	49	to	mention				1334880336		t629	
t1341	49	to	mention				1334970993		t637	
t348	49	to	mention				1335144697		t650	
t1447	49	to	mention				1335398681		t684	
t980	49	to	mention				1335574818		t694	
t1543	49	to	mention				1335571841		t700	
t1440	49	to	mention				1336527153		t781	
t17	49	to	mention				1336526643		t782	
t334	49	to	mention				1336526703		t783	
t338	49	to	mention				1336526902		t784	
t1448	49	to	mention				1336784339		t809	
t773	49	to	mention				1337131173		t831	
t326	49	to	mention				1338253481		t916	
t811	49	to	mention				1338255547		t917	
t327	49	to	mention				1338336033		t933	
t341	49	to	mention				1338511211		t962	
t335	49	to	mention				1338596602		t969	
t340	49	to	mention				1338597764		t972	
t883	49	to	mention				1339118729		t1007	
t1554	49	to	mention				1340760989		t1214	
t597	49	to	mention				1341360494		t1267	
t328	49	to	mention				1341360925		t1270	
t595	49	to	mention				1342228102		t1420	
t1589	49	from	mention				1342833101		t1473	
t546	49	from	mention				1346026106		t1613	
t333	49	to	mention				1346807673		t1641	
t364	49	from	mention				1346807584		t1641	
t1459	49	from	mention				1346890924		t1655	
t320	49	from	mention				1347063258		t1681	
t1081	49	to	mention				1347325867		t1683	
t419	49	from	mention				1347323602		t1683	
t1436	49	to	mention				1347494816		t1701	
t417	49	from	mention				1347754582		t1710	
t1449	49	to	mention				1347927003		t1713	
t1442	49	to	mention				1347927123		t1721	
t324	49	from	mention				1347927379		t1722	
t1437	49	to	mention				1348706827		t1738	
t1339	49	to	mention				1348879804		t1767	
t1277	49	from	mention				1350176909		t1828	
t367	49	from	mention				1350348202		t1846	
t323	49	from	mention				1350348555		t1846	
t905	49	from	mention				1350348315		t1847	
t330	49	to	mention				1350348476		t1847	
t1439	49	to	mention				1351905326		t2025	
t1650	49	to	mention				1352160164		t2037	
t556	49	from	mention				1352160273		t2037	
t339	49	to	mention				1352160382		t2037	
t1043	49	from	mention				1352247044		t2042	
t577	49	from	mention				1352334719		t2044	
t1445	49	to	mention				1352592449		t2070	
t336	49	to	mention				1353548001		t2152	
t1716	49	from	mention				1353547781		t2153	
t1073	49	from	mention				1354926551		t2203	
t1717	49	from	mention				1354926708		t2205	
t741	49	to	mention				1354925909		t2211	
t733	49	from	mention				1355185627		t2241	
t325	49	from	mention				1355186796		t2241	
t707	49	from	mention				1355186715		t2241	
t701	49	to	mention				1355184569		t2241	
t733	49	from	mention				1355185627		t2242	
t1471	49	to	mention				1355275525		t2272	
t995	49	from	mention				1355619224		t2330	
t906	49	from	mention				1352767462		t2401	
t1131	49	from	dm				1338337956		dm49	
t1064	49	to	dm				1338338039		dm49	
t1649	49	to	dm				1338338077		dm49	
t928	49	from	dm				1338338715		dm49	
t1040	51	to	mention				1325636351		t7	
t361	51	to	mention				1326415263		t63	
t351	51	to	mention				1326415282		t64	
t350	51	to	mention				1326415361		t65	
t69	51	to	mention				1326414194		t70	
t67	51	to	mention				1326414239		t71	
t70	51	to	mention				1326414674		t72	
t1044	51	to	mention				1335226076		t672	
t1452	51	to	mention				1335313642		t674	
t257	51	to	mention				1335400353		t678	
t356	51	to	mention				1335488561		t688	
t703	51	to	mention				1335488579		t691	
t894	51	to	mention				1335572471		t695	
t195	51	to	mention				1336008243		t734	
t352	51	to	mention				1336004531		t735	
t61	51	to	mention				1337821624		t889	
t197	51	to	mention				1337822208		t892	
t196	51	to	mention				1337822171		t893	
t359	51	to	mention				1341538717		t1306	
t1505	51	to	mention				1348444927		t1733	
t362	51	to	mention				1350004536		t1823	
t511	51	from	mention				1350004743		t1823	
t358	51	to	mention				1350004807		t1823	
t444	51	from	mention				1350004859		t1824	
t354	51	from	mention				1350004203		t1824	
t680	51	to	mention				1350000153		t1824	
t922	51	to	mention				1350523724		t1885	
t392	51	from	mention				1350523732		t1885	
t561	51	from	mention				1350609213		t1898	
t71	51	to	mention				1350609299		t1900	
t378	51	from	mention				1350609599		t1900	
t1606	51	to	mention				1351556898		t2009	
t455	51	from	mention				1352337543		t2057	
t355	51	from	mention				1352337607		t2057	
t72	51	from	mention				1352337734		t2057	
t68	51	to	mention				1352337734		t2057	
t360	51	to	mention				1352337787		t2057	
t1210	51	from	mention				1352768164		t2092	
t704	51	from	mention				1352855185		t2092	
t1210	51	from	mention				1352768164		t2093	
t357	51	to	mention				1353459003		t2141	
t415	51	from	mention				1353459135		t2141	
t353	51	from	mention				1353459445		t2141	
t702	51	from	mention				1353459696		t2141	
t746	51	from	mention				1353459967		t2141	
t1453	51	to	mention				1354234046		t2172	
t685	51	to	mention				1355876748		t2347	
t401	51	from	mention				1355876775		t2347	
t1394	53	to	mention				1350694045		t1984	
t1469	54	to	mention				1326157162		t44	
t1468	54	to	mention				1326416092		t74	
t1470	54	to	mention				1326761812		t94	
t1467	54	to	mention				1326849381		t97	
t1441	54	to	mention				1330392397		t244	
t1725	54	to	mention				1330479184		t269	
t19	54	to	mention				1330993863		t302	
t562	54	to	mention				1333415602		t507	
t74	54	to	mention				1334971875		t638	
t75	54	to	mention				1334972119		t639	
t887	54	to	mention				1334972276		t640	
t1440	54	to	mention				1336527153		t781	
t326	54	to	mention				1338253481		t916	
t811	54	to	mention				1338255547		t917	
t563	54	to	mention				1341448661		t1293	
t904	54	to	mention				1344038692		t1553	
t402	54	from	mention				1344039618		t1553	
t976	54	from	mention				1344038719		t1554	
t37	54	from	mention				1344041617		t1556	
t1568	54	to	mention				1347062917		t1677	
t910	54	from	mention				1347063911		t1678	
t708	54	to	mention				1347932197		t1720	
t1462	54	from	mention				1349222579		t1783	
t1055	54	from	mention				1349309163		t1793	
t1101	54	to	dm				1327971424		dm54	
t1103	54	from	dm				1327971685		dm54	
t1742	54	to	dm				1327972094		dm54	
t1610	54	from	dm				1333498657		dm54	
t919	55	from	mention				1350348119		t1838	
t885	55	from	mention				1350348424		t1839	
t1586	55	from	mention				1350348712		t1840	
t1682	55	from	mention				1350348836		t1841	
t564	55	from	mention				1350349754		t1843	
t798	55	from	mention				1350350433		t1843	
t1572	55	from	mention				1350349695		t1844	
t948	55	from	mention				1350347901		t1845	
t1323	55	to	mention				1350348033		t1846	
t367	55	from	mention				1350348202		t1846	
t323	55	from	mention				1350348555		t1846	
t905	55	from	mention				1350348315		t1847	
t208	55	from	mention				1350348453		t1848	
t1011	55	from	mention				1350349116		t1850	
t1222	55	from	mention				1350349155		t1851	
t50	55	from	mention				1350347696		t1859	
t886	55	from	mention				1351042053		t1999	
t209	56	to	mention				1325900317		t34	
t242	56	to	mention				1325894407		t35	
t244	56	to	mention				1325894655		t37	
t223	56	to	mention				1326157143		t43	
t236	56	to	mention				1326157484		t45	
t243	56	to	mention				1326157874		t46	
t217	56	to	mention				1327711361		t132	
t246	56	to	mention				1327798335		t135	
t1322	56	to	mention				1328575019		t157	
t864	56	to	mention				1328573879		t158	
t863	56	to	mention				1328575095		t159	
t1184	56	to	mention				1331602105		t353	
t232	56	to	mention				1331601502		t358	
t241	56	to	mention				1333757736		t555	
t74	56	to	mention				1334971875		t638	
t1401	56	to	mention				1336436373		t764	
t240	56	to	mention				1336784201		t808	
t230	56	to	mention				1336782205		t810	
t235	56	to	mention				1338339663		t944	
t228	56	to	mention				1338340102		t945	
t238	56	to	mention				1338427016		t949	
t225	56	to	mention				1338858074		t981	
t215	56	to	mention				1339634324		t1057	
t1686	56	to	mention				1339810466		t1085	
t1139	56	to	mention				1340237096		t1135	
t8	56	to	mention				1340237175		t1136	
t227	56	to	mention				1340239627		t1142	
t220	56	to	mention				1340240186		t1146	
t229	56	to	mention				1340237321		t1147	
t248	56	to	mention				1340931037		t1219	
t206	56	to	mention				1341016417		t1225	
t233	56	to	mention				1341447142		t1283	
t224	56	to	mention				1341447254		t1284	
t216	56	to	mention				1341964863		t1369	
t1400	56	to	mention				1342748175		t1453	
t210	56	to	mention				1343091311		t1499	
t377	56	from	mention				1343092683		t1499	
t387	56	from	mention				1343177403		t1499	
t231	56	from	mention				1343091435		t1500	
t1399	56	to	mention				1343523386		t1525	
t487	56	from	mention				1343606497		t1527	
t466	56	from	mention				1343606677		t1528	
t234	56	to	mention				1343607439		t1528	
t514	56	from	mention				1344039915		t1555	
t64	56	to	mention				1344041924		t1557	
t1643	56	from	mention				1346457806		t1629	
t205	56	from	mention				1346457899		t1629	
t536	56	from	mention				1346890792		t1652	
t219	56	to	mention				1346893455		t1652	
t1149	56	to	mention				1347754503		t1710	
t417	56	from	mention				1347754582		t1710	
t416	56	from	mention				1347754645		t1710	
t239	56	to	mention				1347754709		t1710	
t207	56	from	mention				1347754848		t1710	
t410	56	from	mention				1347754995		t1710	
t742	56	from	mention				1347755789		t1710	
t1052	56	from	mention				1347755043		t1712	
t214	56	to	mention				1347931818		t1712	
t389	56	from	mention				1347932253		t1712	
t1458	56	from	mention				1347931931		t1715	
t1398	56	to	mention				1347929722		t1717	
t324	56	from	mention				1347927379		t1722	
t1402	56	to	mention				1348623588		t1737	
t430	56	from	mention				1348705507		t1755	
t221	56	to	mention				1350259267		t1832	
t560	56	from	mention				1350259496		t1832	
t390	56	from	mention				1350259776		t1832	
t226	56	to	mention				1350260421		t1832	
t488	56	from	mention				1350260782		t1832	
t245	56	to	mention				1350259237		t1832	
t391	56	from	mention				1350349004		t1847	
t695	56	from	mention				1350349503		t1847	
t213	56	from	mention				1350349597		t1847	
t793	56	to	mention				1350349844		t1847	
t208	56	from	mention				1350348453		t1848	
t1180	56	from	mention				1350348981		t1849	
t1584	56	to	mention				1350606866		t1903	
t541	56	from	mention				1350607912		t1903	
t1608	56	from	mention				1350608444		t1929	
t1397	56	to	mention				1350605834		t1934	
t212	56	to	mention				1350605834		t1935	
t634	56	from	mention				1350606288		t1936	
t247	56	to	mention				1350610166		t1948	
t551	56	from	mention				1350610376		t1948	
t303	56	to	mention				1350693071		t1960	
t398	56	from	mention				1350693854		t1960	
t397	56	from	mention				1350693836		t1960	
t38	56	from	mention				1351040076		t1995	
t204	56	to	mention				1351037077		t1995	
t284	56	from	mention				1351038629		t1996	
t1082	56	to	mention				1352767327		t2082	
t1066	56	from	mention				1352770656		t2082	
t1240	56	from	mention				1352769427		t2085	
t211	56	to	mention				1353025113		t2107	
t388	56	from	mention				1353026081		t2107	
t1647	56	from	mention				1354753885		t2187	
t218	56	to	mention				1356139365		t2358	
t509	56	from	mention				1356139399		t2358	
t237	56	to	mention				1356139518		t2358	
t1135	56	from	dm				1327194375		dm56	
t1213	56	to	dm				1327194423		dm56	
t1697	56	from	dm				1336784887		dm56	
t1298	56	from	dm				1337733145		dm56	
t1712	56	to	dm				1337733712		dm56	
t998	56	from	dm				1337734199		dm56	
t1140	56	from	dm				1337734199		dm56	
t1049	56	to	dm				1337734248		dm56	
t1671	56	to	dm				1337734256		dm56	
t1636	56	to	dm				1337734323		dm56	
t1296	56	from	dm				1337734342		dm56	
t927	56	from	dm				1337734356		dm56	
t1348	56	to	dm				1337734395		dm56	
t1346	56	from	dm				1337734424		dm56	
t1301	56	to	dm				1337734447		dm56	
t1732	56	to	dm				1337734476		dm56	
t1260	56	to	dm				1337734537		dm56	
t1129	56	from	dm				1337734721		dm56	
t1573	56	from	dm				1338860118		dm56	
t1746	56	to	dm				1338945052		dm56	
t1582	56	to	dm				1339804867		dm56	
t1588	56	from	dm				1339805137		dm56	
t929	56	from	dm				1339805167		dm56	
t1163	56	to	dm				1339805295		dm56	
t1157	56	to	dm				1339805362		dm56	
t1053	56	to	dm				1339805463		dm56	
t2	56	from	dm				1339805613		dm56	
t1272	56	to	dm				1347754761		dm56	
t1294	56	to	dm				1347757357		dm56	
t1615	56	from	dm				1347759441		dm56	
t1120	56	from	dm				1347759494		dm56	
t1230	56	to	dm				1348706043		dm56	
t1124	56	from	dm				1348706561		dm56	
t1620	56	to	dm				1348706793		dm56	
t1698	56	to	dm				1349573823		dm56	
t1691	56	to	dm				1349657066		dm56	
t1156	56	from	dm				1349659012		dm56	
t1702	56	to	dm				1350261862		dm56	
t1119	56	from	dm				1350262169		dm56	
t1095	56	from	dm				1350262357		dm56	
t1162	56	to	dm				1350262416		dm56	
t1169	56	to	dm				1350262526		dm56	
t1605	56	from	dm				1350264022		dm56	
t1100	56	from	dm				1350346957		dm56	
t1701	56	to	dm				1350347148		dm56	
t940	56	from	dm				1350347305		dm56	
t1304	56	to	dm				1350347354		dm56	
t1344	56	from	dm				1350347519		dm56	
t1585	56	to	dm				1350436586		dm56	
t1013	56	to	dm				1350521561		dm56	
t918	56	from	dm				1350521729		dm56	
t1186	56	to	dm				1350521796		dm56	
t1118	56	from	dm				1350521839		dm56	
t1099	56	from	dm				1350524239		dm56	
t1012	56	to	dm				1350605609		dm56	
t1121	56	from	dm				1350606438		dm56	
t1689	56	to	dm				1350607395		dm56	
t1665	56	from	dm				1350609333		dm56	
t1640	56	to	dm				1350610596		dm56	
t1745	56	to	dm				1350693244		dm56	
t1288	56	from	dm				1350693457		dm56	
t1655	56	to	dm				1350693619		dm56	
t1179	56	to	dm				1350694533		dm56	
t1722	56	from	dm				1350694885		dm56	
t1214	56	to	dm				1356741157		dm56	
t1105	56	from	dm				1356914355		dm56	
t6	56	from	dm				1356914421		dm56	
t10	56	from	dm				1356914433		dm56	
t864	58	to	mention				1328573879		t158	
t863	58	to	mention				1328575095		t159	
t1181	58	to	mention				1328578192		t160	
t872	58	to	mention				1330044135		t237	
t317	58	to	mention				1330563525		t277	
t873	58	to	mention				1331597044		t352	
t937	58	to	mention				1331600021		t356	
t866	58	to	mention				1331600489		t357	
t865	58	to	mention				1331598509		t360	
t870	58	to	mention				1333761141		t544	
t861	58	to	mention				1333761675		t545	
t876	58	to	mention				1333762068		t547	
t1621	58	to	mention				1334883843		t624	
t869	58	to	mention				1334885954		t626	
t887	58	to	mention				1334972276		t640	
t871	58	to	mention				1335139739		t663	
t862	58	to	mention				1335140478		t666	
t980	58	to	mention				1335574818		t694	
t1560	58	to	mention				1336697298		t800	
t874	58	to	mention				1336697298		t801	
t82	58	to	mention				1337734679		t873	
t45	58	to	mention				1337735156		t880	
t679	58	to	mention				1337731436		t882	
t61	58	to	mention				1337821624		t889	
t197	58	to	mention				1337822208		t892	
t196	58	to	mention				1337822171		t893	
t868	58	to	mention				1339459465		t1040	
t1547	58	to	mention				1343953492		t1543	
t877	58	to	mention				1343955442		t1545	
t471	58	from	mention				1343955397		t1545	
t875	58	to	mention				1343955619		t1545	
t544	58	from	mention				1343955015		t1545	
t1465	58	from	mention				1346805704		t1646	
t1507	58	to	mention				1347410782		t1690	
t433	58	from	mention				1348708436		t1749	
t1111	58	to	mention				1349226671		t1778	
t432	58	from	mention				1349226975		t1778	
t714	58	to	mention				1349227038		t1778	
t713	58	to	mention				1349227024		t1778	
t715	58	to	mention				1349227035		t1778	
t431	58	from	mention				1349227503		t1778	
t414	58	from	mention				1349228309		t1778	
t1598	58	from	mention				1349227356		t1779	
t1462	58	from	mention				1349222579		t1783	
t1057	58	from	mention				1349227709		t1790	
t1603	58	from	mention				1351385966		t2007	
t506	58	from	mention				1352337164		t2057	
t1455	58	from	mention				1352337216		t2057	
t867	58	to	mention				1352337187		t2057	
t454	58	from	mention				1352337685		t2057	
t545	58	from	mention				1354925264		t2190	
t1718	58	to	dm				1330041836		dm58	
t1723	58	from	dm				1330044314		dm58	
t1265	58	to	dm				1330044592		dm58	
t1720	58	from	dm				1330044696		dm58	
t938	58	to	dm				1330045327		dm58	
t991	58	from	dm				1330045383		dm58	
t1116	58	from	dm				1330387915		dm58	
t1176	58	to	dm				1330391719		dm58	
t568	61	to	mention				1325899447		t31	
t507	61	from	mention				1342661404		t1445	
t578	61	to	mention				1342661733		t1445	
t405	61	from	mention				1342744334		t1445	
t527	61	from	mention				1343179465		t1445	
t575	61	to	mention				1343177816		t1445	
t404	61	from	mention				1343179143		t1445	
t567	61	from	mention				1343175561		t1445	
t574	61	to	mention				1343174752		t1445	
t1211	61	from	mention				1343179619		t1513	
t946	61	from	mention				1343176515		t1514	
t468	61	from	mention				1344125924		t1555	
t569	61	to	mention				1352337063		t2060	
t497	61	from	mention				1352337251		t2060	
t573	61	to	mention				1355100096		t2235	
t526	61	from	mention				1355188864		t2240	
t570	61	to	mention				1355185837		t2240	
t1471	61	to	mention				1355275525		t2272	
t571	62	to	mention				1342137975		t1402	
t549	62	from	mention				1342659753		t1445	
t586	62	to	mention				1342660942		t1445	
t507	62	from	mention				1342661404		t1445	
t578	62	to	mention				1342661733		t1445	
t405	62	from	mention				1342744334		t1445	
t527	62	from	mention				1343179465		t1445	
t575	62	to	mention				1343177816		t1445	
t404	62	from	mention				1343179143		t1445	
t567	62	from	mention				1343175561		t1445	
t574	62	to	mention				1343174752		t1445	
t1211	62	from	mention				1343179619		t1513	
t946	62	from	mention				1343176515		t1514	
t1037	62	from	mention				1343262314		t1516	
t20	62	from	mention				1343263766		t1516	
t1551	62	to	mention				1343868625		t1538	
t581	62	to	mention				1345078935		t1596	
t512	62	from	mention				1345079853		t1596	
t579	62	to	mention				1345080003		t1596	
t441	62	from	mention				1345080153		t1596	
t580	62	to	mention				1345080386		t1596	
t486	62	from	mention				1345162698		t1596	
t585	62	to	mention				1345164213		t1596	
t100	62	to	mention				1346806616		t1644	
t375	62	from	mention				1346807373		t1644	
t1347	62	to	mention				1346805723		t1645	
t1644	62	from	mention				1346807013		t1650	
t505	62	from	mention				1347758024		t1711	
t582	62	to	mention				1347754001		t1711	
t1274	62	from	mention				1348017071		t1724	
t1161	62	from	mention				1349224323		t1788	
t170	62	from	mention				1349568127		t1809	
t584	62	to	mention				1349568142		t1809	
t919	62	from	mention				1350348119		t1838	
t1222	62	from	mention				1350349155		t1851	
t399	62	from	mention				1350521824		t1882	
t1410	62	to	mention				1350521673		t1887	
t271	62	from	mention				1350609329		t1921	
t583	62	to	mention				1350609622		t1921	
t403	62	from	mention				1350609816		t1921	
t985	62	from	mention				1350693911		t1982	
t475	62	from	mention				1351041569		t2002	
t1641	62	from	mention				1351038839		t2003	
t1228	62	from	mention				1351040388		t2004	
t1032	62	from	mention				1351126953		t2006	
t576	62	from	mention				1351126995		t2006	
t1273	62	from	mention				1352247374		t2044	
t577	62	from	mention				1352334719		t2044	
t1273	62	from	mention				1352247374		t2045	
t825	62	to	mention				1352854057		t2101	
t426	62	from	mention				1352855016		t2101	
t54	62	from	mention				1353456153		t2148	
t572	62	from	mention				1353542944		t2148	
t54	62	from	mention				1353456153		t2149	
t573	62	to	mention				1355100096		t2235	
t1207	62	from	dm				1349830154		dm62	
t971	62	to	dm				1349832134		dm62	
t1223	62	from	dm				1350432985		dm62	
t1206	62	from	dm				1350691492		dm62	
t1721	62	to	dm				1350694364		dm62	
t1666	62	from	dm				1350694515		dm62	
t1004	62	from	dm				1350694627		dm62	
t1035	62	to	dm				1350695688		dm62	
t1061	62	from	dm				1350695857		dm62	
t921	62	to	dm				1350695895		dm62	
t1631	62	to	dm				1350696029		dm62	
t632	67	to	mention				1339810642		t1084	
t630	67	to	mention				1340237535		t1139	
t321	67	to	mention				1340241502		t1144	
t1024	67	to	mention				1340759906		t1208	
t1080	67	to	mention				1340930831		t1222	
t1017	67	to	mention				1341536005		t1343	
t629	67	to	mention				1342139017		t1392	
t179	67	to	mention				1342139156		t1396	
t903	67	from	mention				1342833491		t1475	
t1567	67	from	mention				1342831233		t1475	
t172	67	from	mention				1343956803		t1547	
t902	67	from	mention				1344043236		t1547	
t171	67	to	mention				1343956953		t1548	
t384	67	from	mention				1344043864		t1548	
t1005	67	from	mention				1344300127		t1561	
t1192	67	from	mention				1351560626		t2011	
t633	67	from	mention				1351557719		t2011	
t590	69	to	mention				1343091521		t1501	
t407	69	from	mention				1343092818		t1501	
t525	69	from	mention				1343175397		t1501	
t589	69	to	mention				1343175513		t1501	
t591	69	to	mention				1343695192		t1501	
t406	69	from	mention				1343693463		t1501	
t1602	69	from	dm				1343865903		dm69	
t1231	69	to	dm				1343871007		dm69	
t1302	69	to	dm				1343952431		dm69	
t1038	69	from	dm				1343952915		dm69	
t1051	69	from	dm				1343955033		dm69	
t1627	69	from	dm				1343955322		dm69	
t1127	69	to	dm				1343955487		dm69	
t35	72	to	mention				1330392727		t247	
t1609	72	to	mention				1333758097		t546	
t890	72	to	mention				1334366163		t595	
t21	72	to	mention				1338942063		t989	
t594	72	to	mention				1348704696		t1744	
t753	73	to	mention				1328146536		t144	
t604	73	to	mention				1331687422		t369	
t619	73	to	mention				1331773165		t379	
t625	73	to	mention				1335749185		t702	
t603	73	to	mention				1335749756		t703	
t1475	73	to	mention				1336697002		t797	
t1229	73	to	mention				1337040243		t824	
t1113	73	to	mention				1337129988		t835	
t1478	73	to	mention				1337737083		t875	
t621	73	to	mention				1337737099		t876	
t617	73	to	mention				1338339307		t943	
t612	73	to	mention				1338341355		t946	
t607	73	to	mention				1338425999		t956	
t611	73	to	mention				1338425725		t959	
t615	73	to	mention				1338427694		t960	
t225	73	to	mention				1338858074		t981	
t599	73	to	mention				1338941699		t988	
t597	73	to	mention				1341360494		t1267	
t622	73	to	mention				1341450929		t1287	
t1421	73	to	mention				1341537922		t1312	
t608	73	to	mention				1341619961		t1347	
t595	73	to	mention				1342228102		t1420	
t618	73	to	mention				1342571234		t1438	
t470	73	from	mention				1342656269		t1438	
t614	73	to	mention				1342659015		t1447	
t407	73	from	mention				1343092818		t1501	
t616	73	to	mention				1343092957		t1501	
t483	73	from	mention				1343088997		t1501	
t525	73	from	mention				1343175397		t1501	
t589	73	to	mention				1343175513		t1501	
t591	73	to	mention				1343695192		t1501	
t406	73	from	mention				1343693463		t1501	
t1480	73	to	mention				1345079576		t1594	
t623	73	to	mention				1345249053		t1603	
t363	73	from	mention				1345249867		t1603	
t600	73	to	mention				1345250013		t1603	
t539	73	from	mention				1345250088		t1603	
t1476	73	to	mention				1346979783		t1672	
t609	73	to	mention				1347062905		t1673	
