message	correspondent	direction	tweet	word1	word2	word3	time	subject	thread	length
t320	73	from	mention				1347063258		t1681	
t620	73	to	mention				1347326876		t1688	
t605	73	to	mention				1350175327		t1830	
t542	73	from	mention				1350175428		t1830	
t606	73	to	mention				1350174757		t1830	
t484	73	from	mention				1350175459		t1831	
t610	73	to	mention				1350436264		t1867	
t408	73	from	mention				1350436417		t1867	
t601	73	to	mention				1350436597		t1869	
t543	73	from	mention				1350436713		t1869	
t602	73	to	mention				1350520706		t1872	
t613	73	to	mention				1350523405		t1882	
t522	73	from	mention				1350523769		t1882	
t365	73	from	mention				1350523776		t1882	
t596	73	from	mention				1350523938		t1882	
t302	73	to	mention				1350524129		t1882	
t399	73	from	mention				1350521824		t1882	
t1639	73	to	mention				1350608125		t1908	
t911	73	from	mention				1350608111		t1909	
t624	73	to	mention				1350608104		t1910	
t1291	73	to	mention				1350608339		t1913	
t1630	73	to	mention				1350610559		t1926	
t473	73	from	mention				1350606727		t1926	
t1608	73	from	mention				1350608444		t1929	
t1613	73	from	mention				1350604893		t1932	
t1580	73	to	mention				1350605741		t1933	
t423	73	from	mention				1350605785		t1933	
t267	73	to	mention				1350605835		t1933	
t394	73	from	mention				1350606029		t1933	
t796	73	from	mention				1350605012		t1933	
t425	73	from	mention				1350606149		t1933	
t598	73	to	mention				1350606382		t1933	
t1141	73	from	mention				1350607124		t1939	
t1474	73	to	mention				1350696064		t1966	
t899	73	from	mention				1350695955		t1968	
t1032	73	from	mention				1351126953		t2006	
t576	73	from	mention				1351126995		t2006	
t1481	73	to	mention				1351642972		t2012	
t723	73	to	mention				1352160318		t2038	
t1473	73	to	mention				1352851567		t2099	
t1479	73	to	mention				1353024723		t2106	
t211	73	to	mention				1353025113		t2107	
t388	73	from	mention				1353026081		t2107	
t1477	73	to	mention				1353461479		t2147	
t1096	73	from	mention				1353804836		t2164	
t626	73	to	mention				1354061186		t2167	
t459	73	from	mention				1354064231		t2167	
t1625	73	from	dm				1334018294		dm73	
t1150	73	to	dm				1338254542		dm73	
t1208	73	from	dm				1338337837		dm73	
t1110	73	from	dm				1350520578		dm73	
t1380	78	to	mention				1326415721		t66	
t675	78	to	mention				1333067189		t485	
t462	78	from	mention				1348882515		t1766	
t1085	79	to	mention				1335141427		t654	
t1651	80	to	mention				1337129044		t834	
t858	80	to	mention				1337127742		t837	
t860	80	to	mention				1339204165		t1028	
t859	80	to	mention				1339205482		t1029	
t84	82	to	mention				1325894595		t36	
t351	82	to	mention				1326415282		t64	
t350	82	to	mention				1326415361		t65	
t69	82	to	mention				1326414194		t70	
t67	82	to	mention				1326414239		t71	
t70	82	to	mention				1326414674		t72	
t104	82	to	mention				1330391399		t258	
t88	82	to	mention				1334883156		t623	
t95	82	to	mention				1334880134		t628	
t111	82	to	mention				1334882647		t632	
t74	82	to	mention				1334971875		t638	
t75	82	to	mention				1334972119		t639	
t98	82	to	mention				1335139589		t657	
t115	82	to	mention				1335140223		t665	
t862	82	to	mention				1335140478		t666	
t108	82	to	mention				1335576865		t698	
t113	82	to	mention				1335571844		t699	
t119	82	to	mention				1336007696		t736	
t85	82	to	mention				1336095397		t739	
t109	82	to	mention				1336438961		t774	
t82	82	to	mention				1337734679		t873	
t45	82	to	mention				1337735156		t880	
t117	82	to	mention				1337735493		t881	
t679	82	to	mention				1337731436		t882	
t61	82	to	mention				1337821624		t889	
t197	82	to	mention				1337822208		t892	
t196	82	to	mention				1337822171		t893	
t326	82	to	mention				1338253481		t916	
t811	82	to	mention				1338255547		t917	
t110	82	to	mention				1338425981		t955	
t65	82	to	mention				1338426314		t958	
t62	82	to	mention				1339288518		t1033	
t78	82	to	mention				1339286981		t1034	
t1114	82	to	mention				1339805883		t1086	
t87	82	to	mention				1339806401		t1087	
t92	82	to	mention				1339806675		t1088	
t116	82	to	mention				1339979181		t1098	
t97	82	to	mention				1339980007		t1101	
t76	82	to	mention				1340065803		t1122	
t206	82	to	mention				1341016417		t1225	
t660	82	to	mention				1341187874		t1241	
t661	82	to	mention				1341188808		t1242	
t77	82	to	mention				1341187552		t1244	
t81	82	to	mention				1341448638		t1280	
t99	82	to	mention				1341448732		t1281	
t102	82	to	mention				1341450247		t1298	
t90	82	to	mention				1341450378		t1299	
t118	82	to	mention				1341535684		t1307	
t103	82	to	mention				1341622173		t1355	
t136	82	from	mention				1342657477		t1450	
t1029	82	to	mention				1342657518		t1450	
t469	82	from	mention				1342657589		t1450	
t781	82	to	mention				1342657645		t1450	
t381	82	from	mention				1342659104		t1450	
t779	82	from	mention				1342659127		t1450	
t829	82	from	mention				1342657575		t1451	
t1293	82	from	mention				1342658032		t1452	
t73	82	from	mention				1342658774		t1452	
t770	82	from	mention				1342658838		t1452	
t548	82	from	mention				1342743363		t1456	
t105	82	to	mention				1342743622		t1456	
t449	82	from	mention				1342743716		t1456	
t101	82	to	mention				1342743739		t1456	
t379	82	from	mention				1342743892		t1456	
t768	82	from	mention				1342743981		t1456	
t767	82	to	mention				1342746742		t1456	
t380	82	from	mention				1342742958		t1456	
t1597	82	from	mention				1342746712		t1464	
t771	82	from	mention				1342747519		t1465	
t80	82	from	mention				1342831281		t1465	
t766	82	to	mention				1342831885		t1465	
t421	82	from	mention				1342829084		t1465	
t778	82	from	mention				1342831762		t1465	
t79	82	from	mention				1342831957		t1465	
t420	82	from	mention				1342918574		t1465	
t1589	82	from	mention				1342833101		t1473	
t1673	82	from	mention				1343003235		t1482	
t780	82	to	mention				1343003317		t1482	
t422	82	from	mention				1343006159		t1482	
t1611	82	from	mention				1343002567		t1485	
t480	82	from	mention				1343090354		t1490	
t106	82	from	mention				1343091975		t1490	
t769	82	from	mention				1343092739		t1490	
t163	82	from	mention				1343092807		t1491	
t696	82	from	mention				1343092818		t1492	
t519	82	from	mention				1343093771		t1496	
t210	82	to	mention				1343091311		t1499	
t377	82	from	mention				1343092683		t1499	
t387	82	from	mention				1343177403		t1499	
t231	82	from	mention				1343091435		t1500	
t494	82	from	mention				1344038905		t1555	
t64	82	to	mention				1344041924		t1557	
t457	82	from	mention				1344472623		t1567	
t89	82	to	mention				1344472803		t1567	
t448	82	from	mention				1344472949		t1567	
t495	82	from	mention				1344473021		t1567	
t107	82	to	mention				1344473256		t1567	
t482	82	from	mention				1344473283		t1567	
t438	82	from	mention				1346806339		t1644	
t100	82	to	mention				1346806616		t1644	
t375	82	from	mention				1346807373		t1644	
t1347	82	to	mention				1346805723		t1645	
t1644	82	from	mention				1346807013		t1650	
t910	82	from	mention				1347063911		t1678	
t496	82	from	mention				1347668812		t1707	
t114	82	to	mention				1347668872		t1707	
t558	82	from	mention				1347668876		t1707	
t1598	82	from	mention				1349227356		t1779	
t534	82	from	mention				1349397325		t1794	
t94	82	to	mention				1349400217		t1794	
t47	82	from	mention				1349655359		t1815	
t55	82	to	mention				1349655974		t1815	
t366	82	from	mention				1349657175		t1815	
t371	82	from	mention				1349659998		t1815	
t376	82	from	mention				1349660245		t1815	
t86	82	from	mention				1349660208		t1815	
t83	82	to	mention				1350262859		t1835	
t372	82	from	mention				1350263174		t1835	
t400	82	from	mention				1350263125		t1835	
t66	82	to	mention				1350263253		t1835	
t1586	82	from	mention				1350348712		t1840	
t1572	82	from	mention				1350349695		t1844	
t71	82	to	mention				1350609299		t1900	
t378	82	from	mention				1350609599		t1900	
t481	82	from	mention				1350610821		t1954	
t11	82	to	mention				1350691515		t1954	
t576	82	from	mention				1351126995		t2006	
t1603	82	from	mention				1351385966		t2007	
t369	82	from	mention				1352249943		t2039	
t63	82	to	mention				1352250776		t2039	
t1360	82	to	mention				1352247063		t2046	
t93	82	to	mention				1352247078		t2047	
t550	82	from	mention				1352247239		t2047	
t112	82	to	mention				1352247202		t2047	
t508	82	from	mention				1352247498		t2047	
t517	82	from	mention				1352248001		t2048	
t355	82	from	mention				1352337607		t2057	
t72	82	from	mention				1352337734		t2057	
t68	82	to	mention				1352337734		t2057	
t465	82	from	mention				1352337816		t2057	
t445	82	from	mention				1352766919		t2057	
t96	82	to	mention				1352767053		t2057	
t917	82	from	mention				1352766434		t2090	
t1622	82	to	mention				1354930084		t2191	
t374	82	from	mention				1354928328		t2191	
t373	82	from	mention				1354928362		t2214	
t1041	82	from	mention				1355012756		t2216	
t1583	82	from	mention				1355014087		t2223	
t467	82	from	mention				1355276433		t2265	
t524	82	from	mention				1355362803		t2282	
t91	82	to	mention				1355356927		t2282	
t440	82	from	mention				1355357054		t2282	
t120	82	from	mention				1355357377		t2282	
t524	82	from	mention				1355362803		t2283	
t1003	82	from	dm				1337131859		dm82	
t1152	82	to	dm				1337131897		dm82	
t1002	82	from	dm				1337214201		dm82	
t1565	82	to	dm				1337214813		dm82	
t1128	82	from	dm				1337732568		dm82	
t1340	82	from	dm				1337732583		dm82	
t1281	82	to	dm				1337734016		dm82	
t931	82	to	dm				1337736629		dm82	
t1317	82	from	dm				1337822399		dm82	
t1287	82	to	dm				1337822677		dm82	
t1734	82	from	dm				1337822823		dm82	
t1166	82	to	dm				1338251055		dm82	
t1740	82	from	dm				1338254722		dm82	
t222	82	to	dm				1338943113		dm82	
t1694	82	from	dm				1338943225		dm82	
t1183	82	to	dm				1338943469		dm82	
t1735	82	from	dm				1338943477		dm82	
t1730	82	to	dm				1338943822		dm82	
t1667	82	from	dm				1338943957		dm82	
t1155	82	to	dm				1338943961		dm82	
t1153	82	from	dm				1339029255		dm82	
t1227	82	to	dm				1339031767		dm82	
t993	82	to	dm				1339033139		dm82	
t1142	82	from	dm				1339548172		dm82	
t1619	82	from	dm				1339980877		dm82	
t1280	82	to	dm				1340065983		dm82	
t1160	82	to	dm				1340672609		dm82	
t1728	82	from	dm				1340672647		dm82	
t1642	82	to	dm				1340672898		dm82	
t1635	82	to	dm				1341189261		dm82	
t1300	82	from	dm				1341189877		dm82	
t1185	82	to	dm				1341273828		dm82	
t924	82	from	dm				1347326868		dm82	
t0	82	to	dm				1347327299		dm82	
t934	82	to	dm				1347668958		dm82	
t1283	82	from	dm				1347669097		dm82	
t1690	82	to	dm				1347669199		dm82	
t1167	82	from	dm				1349481641		dm82	
t1165	82	to	dm				1349481735		dm82	
t939	82	from	dm				1349481745		dm82	
t1618	82	from	dm				1349481881		dm82	
t1133	82	to	dm				1349481885		dm82	
t1168	82	from	dm				1349487187		dm82	
t1700	82	to	dm				1349487217		dm82	
t1019	82	from	dm				1349487288		dm82	
t1693	82	to	dm				1349487303		dm82	
t1297	82	to	dm				1349487315		dm82	
t1637	82	to	dm				1349487322		dm82	
t1724	82	from	dm				1349487322		dm82	
t1145	82	to	dm				1349487344		dm82	
t1282	82	from	dm				1349487375		dm82	
t935	82	from	dm				1349487378		dm82	
t1741	82	from	dm				1349487396		dm82	
t1591	82	to	dm				1349487419		dm82	
t932	82	to	dm				1349487464		dm82	
t1341	83	to	mention				1334970993		t637	
t1719	83	to	mention				1335489464		t689	
t1569	83	to	mention				1335747881		t706	
t26	83	to	mention				1335748563		t713	
t1268	83	to	mention				1336441139		t777	
t1482	83	to	mention				1337215304		t846	
t1520	83	to	mention				1337733179		t863	
t1201	83	to	mention				1342224453		t1406	
t710	83	to	mention				1342229542		t1418	
t595	83	to	mention				1342228102		t1420	
t1519	83	from	mention				1342484119		t1430	
t1029	83	to	mention				1342657518		t1450	
t771	83	from	mention				1342747519		t1465	
t80	83	from	mention				1342831281		t1465	
t766	83	to	mention				1342831885		t1465	
t421	83	from	mention				1342829084		t1465	
t778	83	from	mention				1342831762		t1465	
t79	83	from	mention				1342831957		t1465	
t420	83	from	mention				1342918574		t1465	
t1589	83	from	mention				1342833101		t1473	
t428	83	from	mention				1346114377		t1613	
t516	83	from	mention				1350695163		t1971	
t1097	83	from	dm				1342918585		dm83	
t943	83	to	dm				1342920381		dm83	
t973	86	to	mention				1328662946		t162	
t1500	89	to	mention				1327110003		t115	
t1506	89	to	mention				1328577805		t161	
t691	89	to	mention				1329873986		t218	
t1501	89	to	mention				1331079982		t305	
t1632	89	to	mention				1331080274		t306	
t1178	89	to	mention				1332205698		t411	
t1502	89	to	mention				1334192392		t573	
t689	89	to	mention				1334192827		t574	
t257	89	to	mention				1335400353		t678	
t682	89	to	mention				1336695835		t796	
t681	89	to	mention				1336782265		t811	
t679	89	to	mention				1337731436		t882	
t692	89	to	mention				1337909594		t905	
t686	89	to	mention				1338943904		t995	
t683	89	to	mention				1339461678		t1042	
t687	89	to	mention				1339461884		t1043	
t693	89	to	mention				1339462095		t1044	
t688	89	to	mention				1339632802		t1055	
t1212	89	to	mention				1340673059		t1199	
t1356	89	to	mention				1340673082		t1200	
t690	89	to	mention				1340672137		t1202	
t1696	89	to	mention				1341360588		t1269	
t328	89	to	mention				1341360925		t1270	
t678	89	to	mention				1341449407		t1295	
t36	89	to	mention				1344643409		t1584	
t1568	89	to	mention				1347062917		t1677	
t910	89	from	mention				1347063911		t1678	
t1504	89	to	mention				1347068231		t1679	
t1505	89	to	mention				1348444927		t1733	
t444	89	from	mention				1350004859		t1824	
t354	89	from	mention				1350004203		t1824	
t680	89	to	mention				1350000153		t1824	
t1629	89	to	mention				1350089973		t1825	
t1324	89	from	mention				1354582428		t2181	
t1503	89	to	mention				1355534733		t2307	
t685	89	to	mention				1355876748		t2347	
t401	89	from	mention				1355876775		t2347	
t684	89	to	mention				1355876932		t2347	
t559	89	from	mention				1355877021		t2347	
t1645	89	to	mention				1355878128		t2348	
t1098	89	from	dm				1325640495		dm89	
t1285	89	to	dm				1325640615		dm89	
t1581	89	to	dm				1325727539		dm89	
t1130	89	to	dm				1355877311		dm89	
t1590	89	from	dm				1355877685		dm89	
t1075	89	to	dm				1355877753		dm89	
t1036	89	from	dm				1355879182		dm89	
t329	90	to	mention				1326241923		t56	
t255	90	to	mention				1326242489		t57	
t740	90	to	mention				1326758662		t92	
t753	90	to	mention				1328146536		t144	
t1423	90	to	mention				1329356302		t195	
t1164	90	to	mention				1329959411		t220	
t1441	90	to	mention				1330392397		t244	
t1059	90	to	mention				1330389243		t254	
t15	90	to	mention				1330390687		t255	
t758	90	to	mention				1330562943		t276	
t763	90	to	mention				1330992499		t300	
t739	90	to	mention				1330994767		t301	
t1216	90	to	mention				1331598337		t354	
t840	90	to	mention				1331856157		t390	
t738	90	to	mention				1331944908		t395	
t1517	90	to	mention				1332808192		t454	
t1354	90	to	mention				1333758164		t556	
t1151	90	to	mention				1334192365		t566	
t816	90	to	mention				1334275908		t582	
t1516	90	to	mention				1334365455		t591	
t898	90	to	mention				1334365627		t592	
t1341	90	to	mention				1334970993		t637	
t980	90	to	mention				1335574818		t694	
t1634	90	to	mention				1335920527		t724	
t759	90	to	mention				1335920969		t725	
t762	90	to	mention				1336699683		t792	
t51	90	to	mention				1336698363		t798	
t1295	90	to	mention				1337733259		t864	
t930	90	to	mention				1337735774		t865	
t1514	90	to	mention				1337907145		t898	
t756	90	to	mention				1337907183		t899	
t748	90	to	mention				1337908515		t900	
t593	90	to	mention				1337904221		t901	
t592	90	to	mention				1337904513		t903	
t754	90	to	mention				1338254644		t921	
t709	90	to	mention				1338251066		t922	
t836	90	to	mention				1338252397		t925	
t761	90	to	mention				1339113967		t1013	
t1709	90	to	mention				1339203134		t1022	
t1518	90	to	mention				1339201323		t1026	
t78	90	to	mention				1339286981		t1034	
t1544	90	to	mention				1339632243		t1049	
t588	90	to	mention				1340671803		t1201	
t597	90	to	mention				1341360494		t1267	
t760	90	to	mention				1341619691		t1352	
t1515	90	to	mention				1343437525		t1523	
t984	90	to	mention				1343437519		t1524	
t427	90	from	mention				1343437575		t1524	
t418	90	from	mention				1343438212		t1524	
t904	90	to	mention				1344038692		t1553	
t402	90	from	mention				1344039618		t1553	
t757	90	to	mention				1344039681		t1553	
t976	90	from	mention				1344038719		t1554	
t37	90	from	mention				1344041617		t1556	
t419	90	from	mention				1347323602		t1683	
t1149	90	to	mention				1347754503		t1710	
t417	90	from	mention				1347754582		t1710	
t416	90	from	mention				1347754645		t1710	
t410	90	from	mention				1347754995		t1710	
t742	90	from	mention				1347755789		t1710	
t1052	90	from	mention				1347755043		t1712	
t214	90	to	mention				1347931818		t1712	
t389	90	from	mention				1347932253		t1712	
t1458	90	from	mention				1347931931		t1715	
t324	90	from	mention				1347927379		t1722	
t472	90	from	mention				1348709119		t1745	
t764	90	to	mention				1348707967		t1745	
t121	90	from	mention				1348796336		t1761	
t981	90	to	mention				1348791813		t1765	
t755	90	to	mention				1350607461		t1896	
t752	90	to	mention				1350607481		t1897	
t25	90	to	mention				1350696925		t1964	
t1574	90	from	mention				1350951288		t1994	
t368	90	from	mention				1352248199		t2039	
t577	90	from	mention				1352334719		t2044	
t1237	90	to	mention				1352765058		t2079	
t923	90	from	mention				1352765644		t2079	
t1239	90	from	mention				1352765201		t2080	
t765	90	to	mention				1352854192		t2095	
t881	90	from	mention				1352854416		t2096	
t749	90	to	mention				1352854461		t2096	
t750	90	from	mention				1352854525		t2096	
t43	90	from	mention				1352854507		t2096	
t751	90	from	mention				1352854623		t2096	
t42	90	from	mention				1352854698		t2096	
t878	90	from	mention				1352854792		t2096	
t900	90	from	mention				1352854709		t2097	
t700	90	from	mention				1352854766		t2097	
t698	90	to	mention				1352854979		t2097	
t411	90	from	mention				1352855081		t2097	
t743	90	from	mention				1352855163		t2097	
t745	90	to	mention				1352855208		t2097	
t900	90	from	mention				1352854709		t2098	
t744	90	from	mention				1353373657		t2130	
t357	90	to	mention				1353459003		t2141	
t415	90	from	mention				1353459135		t2141	
t353	90	from	mention				1353459445		t2141	
t702	90	from	mention				1353459696		t2141	
t746	90	from	mention				1353459967		t2141	
t815	90	to	mention				1353459424		t2143	
t747	90	to	mention				1353634413		t2160	
t1275	90	from	mention				1354925719		t2211	
t741	90	to	mention				1354925909		t2211	
t1275	90	from	mention				1354925719		t2212	
t906	90	from	mention				1352767462		t2401	
t968	90	from	dm				1326416407		dm90	
t1138	90	to	dm				1329351577		dm90	
t1088	90	from	dm				1329351648		dm90	
t1695	90	to	dm				1329783205		dm90	
t1107	90	from	dm				1329783565		dm90	
t996	90	to	dm				1329783686		dm90	
t1727	90	from	dm				1329784038		dm90	
t1731	90	to	dm				1329784503		dm90	
t1015	90	from	dm				1329784586		dm90	
t1624	90	to	dm				1329784717		dm90	
t1177	90	from	dm				1329784878		dm90	
t5	90	from	dm				1329784908		dm90	
t6	90	from	dm				1329784972		dm90	
t1737	90	to	dm				1329786292		dm90	
t1726	90	from	dm				1329787761		dm90	
t1316	90	from	dm				1330651496		dm90	
t925	90	from	dm				1330651589		dm90	
t1068	90	to	dm				1330734565		dm90	
t1739	90	to	dm				1335315844		dm90	
t1089	90	from	dm				1335315921		dm90	
t1106	90	from	dm				1335316916		dm90	
t1014	90	from	dm				1337130431		dm90	
t1628	90	to	dm				1337130438		dm90	
t1707	90	to	dm				1337130565		dm90	
t1638	90	from	dm				1337130599		dm90	
t1593	90	to	dm				1337130772		dm90	
t1733	90	from	dm				1337130813		dm90	
t1595	90	to	dm				1337130876		dm90	
t986	90	to	dm				1337907243		dm90	
t1115	90	from	dm				1337907322		dm90	
t1570	90	to	dm				1337908263		dm90	
t1352	90	from	dm				1337908376		dm90	
t60	90	to	dm				1338944039		dm90	
t967	90	to	dm				1348795117		dm90	
t1234	90	from	dm				1348795203		dm90	
t1306	90	to	dm				1348795931		dm90	
t1276	90	from	dm				1348796287		dm90	
t1079	90	from	dm				1349917481		dm90	
t1416	92	to	mention				1325722406		t16	
t774	92	to	mention				1329441873		t206	
t776	92	to	mention				1329442541		t207	
t1030	92	to	mention				1331083578		t308	
t772	92	to	mention				1332204138		t409	
t888	92	to	mention				1335572598		t696	
t775	92	to	mention				1336005805		t727	
t773	92	to	mention				1337131173		t831	
t777	92	to	mention				1338855993		t980	
t999	92	to	mention				1338942255		t990	
t27	92	to	mention				1341276461		t1257	
t782	92	to	mention				1347411449		t1695	
t789	94	to	mention				1326158524		t40	
t788	94	to	mention				1330042443		t236	
t1653	94	to	mention				1331948005		t399	
t1523	94	to	mention				1333934058		t563	
t784	94	to	mention				1337128946		t833	
t1522	94	to	mention				1337303659		t847	
t677	94	to	mention				1339203266		t1017	
t786	94	to	mention				1340413627		t1163	
t785	94	to	mention				1340409922		t1168	
t787	94	to	mention				1340410274		t1169	
t1024	94	to	mention				1340759906		t1208	
t461	94	from	mention				1346289078		t1624	
t1525	95	to	mention				1327971468		t141	
t792	95	to	mention				1331600944		t363	
t1526	95	to	mention				1331858017		t385	
t791	95	to	mention				1333067238		t486	
t1492	95	to	mention				1333413423		t502	
t1524	95	to	mention				1333501639		t518	
t1527	95	to	mention				1337215214		t839	
t901	95	to	mention				1337215488		t841	
t790	95	to	mention				1338341181		t930	
t909	95	to	mention				1331600763		t2398	
t1269	96	to	mention				1335142151		t659	
t799	96	to	mention				1335139443		t661	
t801	96	to	mention				1335139455		t662	
t888	96	to	mention				1335572598		t696	
t1528	96	to	mention				1335920343		t723	
t794	96	to	mention				1341880642		t1363	
t795	96	to	mention				1341880957		t1364	
t1646	96	from	mention				1346463036		t1631	
t553	96	from	mention				1348704847		t1735	
t533	96	from	mention				1348791341		t1760	
t47	96	from	mention				1349655359		t1815	
t55	96	to	mention				1349655974		t1815	
t366	96	from	mention				1349657175		t1815	
t376	96	from	mention				1349660245		t1815	
t86	96	from	mention				1349660208		t1815	
t1682	96	from	mention				1350348836		t1841	
t564	96	from	mention				1350349754		t1843	
t798	96	from	mention				1350350433		t1843	
t213	96	from	mention				1350349597		t1847	
t793	96	to	mention				1350349844		t1847	
t208	96	from	mention				1350348453		t1848	
t1042	96	from	mention				1350523657		t1892	
t1703	96	from	mention				1350606899		t1927	
t797	96	from	mention				1350607683		t1927	
t313	96	from	mention				1350607863		t1927	
t1608	96	from	mention				1350608444		t1929	
t296	96	from	mention				1350609172		t1930	
t1580	96	to	mention				1350605741		t1933	
t423	96	from	mention				1350605785		t1933	
t267	96	to	mention				1350605835		t1933	
t394	96	from	mention				1350606029		t1933	
t796	96	from	mention				1350605012		t1933	
t425	96	from	mention				1350606149		t1933	
t598	96	to	mention				1350606382		t1933	
t899	96	from	mention				1350695955		t1968	
t1072	96	from	mention				1352252298		t2040	
t577	96	from	mention				1352334719		t2044	
t800	96	to	mention				1352592678		t2072	
t424	96	from	mention				1352596196		t2073	
t307	96	from	mention				1352597343		t2073	
t424	96	from	mention				1352596196		t2074	
t1082	96	to	mention				1352767327		t2082	
t1066	96	from	mention				1352770656		t2082	
t1240	96	from	mention				1352769427		t2085	
t1670	96	from	dm				1341878527		dm96	
t1261	96	to	dm				1341881714		dm96	
t1122	96	to	dm				1341881715		dm96	
t1617	96	from	dm				1341882795		dm96	
t1123	96	to	dm				1341882907		dm96	
t1006	96	to	dm				1346204204		dm96	
t1656	96	from	dm				1350696124		dm96	
t1607	96	to	dm				1350696277		dm96	
t1614	96	from	dm				1350697079		dm96	
t1529	102	to	mention				1325900407		t25	
t950	102	to	mention				1326415889		t67	
t1415	102	to	mention				1333067441		t483	
t973	104	to	mention				1328662946		t162	
t1530	104	to	mention				1331769989		t375	
t631	104	from	mention				1343089155		t1497	
t1195	104	from	mention				1343093744		t1502	
t177	104	to	mention				1343093955		t1502	
t178	104	to	mention				1343093988		t1502	
t385	104	from	mention				1343174823		t1502	
t802	104	from	mention				1343175145		t1502	
t176	104	from	mention				1343176285		t1502	
t1290	104	to	mention				1346718187		t1639	
t273	105	to	mention				1326415825		t75	
t280	105	to	mention				1326501757		t79	
t1443	105	to	mention				1326761932		t90	
t282	105	to	mention				1330393008		t261	
t281	105	to	mention				1330393053		t262	
t1039	105	to	mention				1330477526		t266	
t1216	105	to	mention				1331598337		t354	
t1435	105	to	mention				1333412471		t508	
t1413	105	to	mention				1333758431		t557	
t1044	105	to	mention				1335226076		t672	
t277	105	to	mention				1335489619		t690	
t1521	105	to	mention				1335834205		t720	
t1412	105	to	mention				1336095315		t738	
t251	105	to	mention				1336784152		t807	
t1411	105	to	mention				1341969565		t1371	
t989	105	to	mention				1341969581		t1372	
t834	105	from	mention				1342746457		t1460	
t835	105	from	mention				1342746427		t1460	
t266	105	from	mention				1342746501		t1460	
t268	105	from	mention				1342746656		t1460	
t309	105	from	mention				1342746813		t1460	
t269	105	from	mention				1342746813		t1460	
t272	105	to	mention				1347412236		t1698	
t530	105	from	mention				1347412394		t1698	
t1414	105	to	mention				1347931912		t1714	
t1677	105	from	mention				1350262293		t1834	
t264	105	to	mention				1350350028		t1852	
t1173	105	from	mention				1350437534		t1870	
t279	105	to	mention				1350437546		t1870	
t1284	105	to	mention				1350523462		t1884	
t502	105	from	mention				1350523575		t1884	
t276	105	to	mention				1350523635		t1884	
t395	105	from	mention				1350518883		t1884	
t46	105	to	mention				1350518969		t1884	
t1410	105	to	mention				1350521673		t1887	
t283	105	to	mention				1350522554		t1890	
t1626	105	from	mention				1350522555		t1891	
t552	105	from	mention				1350607706		t1906	
t270	105	to	mention				1350607875		t1906	
t271	105	from	mention				1350609329		t1921	
t403	105	from	mention				1350609816		t1921	
t988	105	from	mention				1350609944		t1922	
t318	105	from	mention				1350609964		t1922	
t249	105	from	mention				1350610061		t1922	
t262	105	from	mention				1350610181		t1922	
t261	105	from	mention				1350605403		t1922	
t1429	105	from	mention				1350610181		t1924	
t1428	105	to	mention				1350610203		t1925	
t423	105	from	mention				1350605785		t1933	
t267	105	to	mention				1350605835		t1933	
t394	105	from	mention				1350606029		t1933	
t796	105	from	mention				1350605012		t1933	
t16	105	to	mention				1350610304		t1951	
t899	105	from	mention				1350695955		t1968	
t521	105	from	mention				1350693851		t1980	
t275	105	to	mention				1350694169		t1980	
t250	105	from	mention				1350694035		t1983	
t263	105	from	mention				1350694136		t1983	
t880	105	to	mention				1352592565		t2071	
t825	105	to	mention				1352854057		t2101	
t426	105	from	mention				1352855016		t2101	
t554	105	from	mention				1355185601		t2240	
t274	105	to	mention				1355185716		t2240	
t265	105	from	mention				1355184921		t2240	
t278	105	to	mention				1355789523		t2346	
t973	110	to	mention				1328662946		t162	
t1024	110	to	mention				1340759906		t1208	
t1393	110	to	mention				1350522742		t1875	
t14	110	to	mention				1350610165		t1947	
t557	110	from	mention				1350610481		t1947	
t247	110	to	mention				1350610166		t1948	
t551	110	from	mention				1350610376		t1948	
t1394	110	to	mention				1350694045		t1984	
t1218	110	from	mention				1351819646		t2022	
t1575	110	to	dm				1340498835		dm110	
t1313	110	to	dm				1340498876		dm110	
t4	110	from	dm				1341364402		dm110	
t1189	110	to	dm				1341365396		dm110	
t24	111	to	mention				1329264209		t181	
t1557	111	to	mention				1331773045		t378	
t356	111	to	mention				1335488561		t688	
t703	111	to	mention				1335488579		t691	
t888	111	to	mention				1335572598		t696	
t709	111	to	mention				1338251066		t922	
t836	111	to	mention				1338252397		t925	
t997	111	to	mention				1339637845		t1050	
t312	111	to	mention				1339632262		t1053	
t215	111	to	mention				1339634324		t1057	
t717	111	to	mention				1339720481		t1061	
t736	111	to	mention				1339718496		t1073	
t731	111	to	mention				1339809063		t1080	
t1112	111	to	mention				1340064187		t1119	
t722	111	to	mention				1340411995		t1178	
t199	111	to	mention				1341105959		t1239	
t725	111	to	mention				1341538293		t1313	
t697	111	to	mention				1341536767		t1314	
t724	111	to	mention				1341536884		t1315	
t721	111	to	mention				1341536947		t1316	
t716	111	to	mention				1341537566		t1318	
t710	111	to	mention				1342229542		t1418	
t595	111	to	mention				1342228102		t1420	
t1510	111	to	mention				1343175285		t1512	
t1399	111	to	mention				1343523386		t1525	
t1509	111	to	mention				1343779443		t1531	
t712	111	to	mention				1343781119		t1532	
t413	111	from	mention				1343781573		t1532	
t33	111	to	mention				1344298278		t1559	
t1456	111	from	mention				1344298998		t1560	
t198	111	from	mention				1344387505		t1563	
t832	111	from	mention				1344388758		t1563	
